score	review
5	I stayed at the Yogyakarta Marriott for nine nights in July 2018. The staff was courteous and efficient. The room was well appointed with one exception, that being that there was not a proper work-station in the room. There was, however, a table and chair where I could set up my laptop.  The hotel is in the Hartono Mall complex. There are fast food restaurants (Burger King, Wendy's & McDonald's) and several upscale restaurants in the mall. I did not eat at the hotel's restaurants, but I did review the menus. The selection on the hotel's menu was varied with Western and Asian foods at reasonable prices. Traffic in front of the hotel/mall can sometimes be very congested. A good taxi driver can navigate around the congestion by using back streets.  Overall, I rate the Yogyakarta a…
5	Room is spacious and very clean. Staff are very friendly and accommodative. Location is beside Hartono Mall, very comfortable for dining and shopping. Our flight was late at night, so I asked for extended check-out time, and the staff was so helpful to accommodate the request. The only thing could be improved in my opinion is the quality of the breakfast.
5	I held a business trip in april 2018 and held an event there (an Instameet with architecture in life community), it feels great to be here with complete facilities. Swimming pool is very on point because it is located above the lobby. It's very cool.
4	This hotel is very good in service, friendly staff, clean room . Breakfast is good with a lot of variety but due to Ied holiday it is very crowded at breakfast. The view at the swimming pool is amazing at night but the pool is close at 6 pm and they throw the chemical in to the pool . So We can't continue swimming after 6 pm.
5	Big room, big hotel, great breakfast, big swimming pool, we are having amazing time in 2 days staying here. We just need kids club for kids to play at, so kids can play and parents can relax. Overall : pleasant experience.
4	I stayed for 2 nights with my family for holiday.  First impression they have a very nice lobby, well designed, spacious and luxurious. Check in process was fast but i have to wait for 45 minutes for my room to be ready. Their check in time is 3pm and i arrived around 2. Staff are friendly and helpful. Room was spacious, again well designed, super clean with good odor. I stayed in twin bed room, bed size was good (140), cozy pillow, swimming pool view room, bathroom was nice and clean, adequette amenity (i expect them to be more complete).  Now facility, they have huge and nice swimming pool which unfortunately open up to 6 Pm only. Yogyakarta is tourist destination and people are mostly back to hotel at afternoon, so swim pool should open bit later at least until 7.30 pm.  They…
5	Marriott service undoubtful one of the best anywhere, made possible by the helpful, smiley and friendly staffs. From the check-in process to room service, waitress, housekepeers, and literally every staff, they are amazing and make you feel always welcome. Nicely designed room and comfortable bed & pillow. Little details missing such as better quality shampoo, soap & coffee which I expect from the Marriott class. Big pool include shallow one for younger children and a whirlpool.
1	I stayed in this hotel 4-5 months ago and decided to stay again in this Lebaran Festive. My decision to stay here was because of 2 factors, location and breakfast. But I got surprise, first I order my room thru Advanced Purchase Rate in Marriott Website (I book 2 room for 2 night). It wasnt mention any terms that my purchase wont be included breakfast, I really looking thru the web site to find this terms but cannot found it. After I am assured that my order will be included breakfast I booked and paid the bill. Yesterday, when we want to check in, we got information that our room is not included breakfast (while my expectation to choose this hotel is the breakfast in Yogyakarta Kitchen). Second, Marriott kindly offered us 1x complimentary breakfast but they just gave me a very…
4	Stayed here second time for a leisure. New established hotel, and expected for the good design and good service. They connect with the shopping mall, so it’s very convenience for us. Eventough the room ceilling is not that high, thus for a tall people like me must stay alert with the hanging lamp. Will back here again once visit Yogyakarta.
5	Just got back from my short stay at Marriott Jogjakarta, and it was wonderful stay.  Checked in with no time, got my 5 rooms immediately, and I found a pleasant room of mine with nice view.  Breakfast was wonderful, since they placed all the guests at ballroom for breakfast. That was quite something for me and I appreciated Marriott for doing so,that was a cleaver action to avoid restaurant from riot of hunger peoples in the morning.   Had good time there, and planned to come over again someday for another great experience. And thank you for Rosa, the receptionist that helped me with my access card.. Really appreciated it.  Overall, another great work from Marriott as always... 
5	Price very good, taste of food very good, variety very good ...only need to improve for refill the food need more faster (as we felt a bit too long to wait) ..overall good experience had a Breakfasting with some friends at the Ballroom of Marriott Hotel Yogya. Well done ....love it 
2	I am a member of Marriott Rewards program - though at the bottom-most level, yet still a member, and this means they have my data. I've booked via the chain's website, and my credit card has been billed. The Marriott App. informed me that I could the online check-in. Upon the actual check-in, there was no different experience at all between having made online check-in: I still had to queue with the other guests who did not make online check-in, reception still had to verify my data, I even still needed to fill a form (!), they still had not prepared my key cards, no welcome drink, nothing absolutely special.  The hotel's security is the lowest possible. No scanning from the main entrance. Anybody, and I mean just ANYBODY, can waltz into the hotel freely without no security check…
5	Visited for a weekend only (Fri-Sat).  The rooms were very nice and clean.  Big as well.  Windows were across the width of the wall which made the room very light.  Food was great, breakfast, dining restaurant and Tamansari Grill.  The only minus is that when you are at the pool side, there is no waiter service or anything to order for drinks/ food as the Tamansari grill opens late afternoon (I believe it was 5PM).  So I sat by the pool all Sunday and had to go downstairs to order a watermelon juice.  Super friendly and nice staff.  The concierges were very helpful in giving tips and explaining how things work.  
5	We stayed 3 nights in this hotel. Everything was perfect for us. The hotel is new and modern. It is located next to Hartono Mall and has spacious parking space. The swimming pool is amazing for kids and adults. The breakfast is delicious with various of food and beverages.  The staff hotel are very friendly, informative and care to the guests. Our attendant room, Mr Anwar, was very thoughtful and artistic.  He made 2 elephants from the towel and these made my daughter happy.  We absolutely return to this hotel when in town and happily recommend this hotel to other.
5	Very convenient location next to Hartono mall. New and clean hotel room, great swimming pool. Good spread of food for breakfast. Been to a few Marriott hotel around Indonesia, i must say Yogyakarta have the best service. Staff always so warm, friendly and smiley. 
4	The hotel is 15mins from the airport and next to the Hartono Mall. I was there for a day/ night after Borobudur for some shopping and easy access to airport. I was happy with my decision. Hotel is 6 months old and has a nice big swimming pool. Malioboro is 30 mins away by taxi and I accomplished what I set to do. 
5	Room very clean and big, breakfast superb, feel welcomed by beautiful smile of front desk staff. Was a great experience stay with my friends from Japan and we enjoy our stay so much. Will definitely my second home when visit Jogja again. Can't wait for second visit.. Anyway, i love your pool..
5	Having something to do in last minute at Yogyakarta and end up late, I found myself in Marriott. Where I cannot find anything below my expectations. Stay in fabolus room and outstanding service from front office named yudha..I really appreciate what they served for me. Big thumbs for Yogyakarta Marriot team<U+0001F60E><U+0001F60E>
5	On 26/5 upon my check in with staff Hendik, a lady walk towards counter and was extremely rude towards Hendik throwing a card rudely towards his direction and did not even bother Hendik was serving me. She should learn to be more patient even anything happen as I am also the hotel guest. She should respect others in order to earn respect irregardless she is right or wrong. I really look down on people who behave this way. Being a hotel guest, I felt this hotel standard is awesome, even the kitchen, Swimming pool and front desk are all awesome. I don’t understand what standard the rude lady expect when she herself don’t have standard. Hope the management don’t blame Hendik, as he keep apologise to her and solved her problem even Hendik is half way through my check in. What else…
5	This the first time staying at brand new hotel in Yogyakarta, first quite difficult to find the hotel location with traffic outside the hotel but after arrived at the lobby..all those bad things were gone turn to great things, all the staff were friendly and helpfull from outside the entrance, receptionist and housekeeping staff. View times check in at many 5stars hotel, marriott yogyakarta one of the best. My regards to well-shaved-bald-head guy at front desk, forgot the name but his smile were very sincere and delightful. Thank you marriott yogyakarta for the good memories. definitely will come here again.
5	Me and my girlfriend was so happy stay here.. Nice hotel, nice location.. great breakfast also, not forget the shoping mall, had a nice time stay in there.. Thanks all the staff, we will be back soon..
5	Got a chance to stay in this hotel during my holiday with my friend. Everything is perfect! Nice pool, spacious room, and helpful staff. I will recommend this hotel to my friend. Great job and keep it up!
5	big thanks to the front office staff particularly mr. yudha for his effort making my staycation memorable, they did a great job making wow experience to me, everything was perfecto, i will definitely return soon..
5	Nice room, clean, great staff always smile and helpfull. Located near by the mall. Need to keep up the good work. Definitely  will come back for next visit. One of many best hotel ay Yogyakarta. Shout out for everyone there.
5	Good service! Good lobby, nice pool  Good food, nice smile from the staff And also thank you for Mr. Yudha (front office) to explain me about jogja And some places to buy some very famous batik clothes there :)
5	One of the best Marriott in Indonesia! Lately I need to go back forth Jakarta-Yogyakarta and Marriott always the best choice to stay.  Comfy bed, friendly staff, spacious and very good lighting room (since I eork at night in my room so need good lighting so I wont get sleepy easily lol). But no worries, the bed light is also good so no need to worry fot a too bright/too dark room at night.  GREAT 24hr GYM and pool! For me, their gym is the highlight, esp its 24hr. Sadly, the pool's only open until 6pm. The food's here is good! Breakfast complete and various things to choose, food to order in room also good!  Though Marriott need to work on their membership, book through company/travel agent not considered as points, loyalty should not omly count as book through their own web. …
5	We stayed at Marriott Yogyakarta to celebrate my husband's birthday. My husband managed to do mobile check in and they even send notification that the room is ready, what a great start! We got the room which has the view of the city. The room has this modern design and the bathroom is clean and spacious. But, we were surprised that we have only single person ammenities for the bathroom (tootbrush for example), so we need to call them for the extra. We had dinner at Tamansari grill, the food is great and we had amazing time there. Thank you, Marriott Yogyakarta, we definitely will stay again for our staycation.
5	booked here for 3 nights for our long weekend getaway from Jakarta. we stayed in Deluxe room, a generous 42m2 with king bed and a long couch right beside the window. the bathroom is also considerably spacious for a non-suite room, albeit without a bath tub. since we brought two toddlers with us and one of them is a 2 year old, we asked for a baby cot through the mobile app. the cot was already setup inside the room once we got into the room.  the swimming pool is awesome. we really love the way they separate the pool. from above it looked like there's only one giant swimming pool but once you get close to it, there are shallow sections for children.  the Yogyakarta Kitchen offers european, chinese, Indonesian, and even local food from Yogyakarta such as Gudeg. breakfast was…
4	As Marriot fan we decide to have fam reunion in this new Marriot, expecting to have the same comfort,good food as we always had.The room is very superb.Nice airy, spacious, modern. All amenities and facilities as Marriot signature.Unfortunately the extravaganza pool the water was murky.only after we made inquiries the next time u can see your toes,becomes more clear. Still problem with the system.Secondly our big dissapointment is the breakfast.Yes there are so many varieties but not supported by the taste and display.Example kailan sauted with big half raw carrot.chinese or indonesian?piles of ready made omelet that is not so appetizing anymore.We are very happy with the good service from the staff.who..listen to our opinion.Hope it will go to the right person because we love…
5	My first time here, as I was surprised that finally I can see a Marriot hotel in Jogja. The first impression was that the staffs here were amazing! Very helpful and show high attention to guests.  The location is very good! Right next to a fantastic shopping mal. And only 20 mins away from the airport. The room was fantastic! The welcoming cakes and drinks in the room was a sweet touch. I couldn't find the safety box though (it's always help to have one in the room).  The breakfast was very good. Good coffee, good food, great service. Very accommodating staffs! I took time to use the gym, which has quite good mix of facilities. Very clean and nice! Overall, very good experience!
5	Visiting Jogja annually and honestly it was always hard to select the hotels especially if you are looking for a decent 5 stars hotel in the city. Mostly the hotels are old enough and just had simple refurbishments or new hotels that good with the building but not with the service. What I experienced with Yogyakarta Marriott Hotel changed that condition. Great physical hotel building, with spacious lobby, proper check-in area, sufficient elevators (they even have two elevator corridors, one to the ballroom area but we could still use it especially when to go to the next shopping mall), big outdoor swimming pools, fine fitness center, tremendous buffet menu on the breakfast, awesome guest room and the staff services was excellent! Sadly their F&B outlet next by the pool was not…
4	I've been three times staying at this htl Given how excited and jovial we’re likely to be,  The cleanliness and professional services made me come back again   Surprises make us feel like we’ve gained extra value from our short trip, a bonus we can feel happy about...the huge room as well as complete breakfast variety is really fair, value for money   Of course our hotel experience will need to match our enthusiasm and find ways to delight Marriott is recommended for many occasions  Thanks
4	It is really nice hotel with nice staff with nice everything waaaw . The only thing is that no smoking  atall<U+0001F92A>,only by the pool. It is gorgoeous hotel ,just get the pool view and try the 3rd floor waaw
5	First impression is that the room is so huge! Love it so much. The bathroom has unique design, no bathtub in my room  (run out of room and only get deluxe twin) but  no problem. The twin beds are actually individually huge. My wife and I can sleep together in one of the bed with comfort. One room actually can afford like 4-5 people. Interior finishing quality is good, service is excellent. Other good thing is that they have plenty variation on breakfast menu. From Nasi goreng to ice cream. More options as well on the fruit and juice.
5	Super nice hotel next to a shopping mall. The pool is huge and we loved hanging out there. Breakfast is superb, and so was all the a la cart food we ordered. The room is stylish. Overall, it is a great place in Jogja!
5	We spend 3 nights here...  This hotel is brand new... So it still clean and really comfortable..   They have very friendly staff,  their room is big enough.. Very clean and comfortable.. Nice and cozy... They have really big sofa in the room.. Love it so much.. For lying down while viewing the city..   Also i really love the food... It's taste so delicious..  Love their gudeg, noodle in tom yum soup..  I think i love all their food...  For breakfast they serve a lot of food.. So you can choose want you want,  asian, Indonesian,  western,  healthy food...   They located behind hartono mall,  so if need something you can walk there..   They have big swimming pool with great view.. You children will love it..   But only one thing that i don't like.. Their water faucet smells…
5	Great hotel with excellent service. New hotel with big and cozy room. The hotel is near to mall in jogjakarta.  Nice swimming pool. Good resto with yummy breakfast too. Thanks Sandri for your kind service.
5	Just spend 3 days for a short getaway, the service offered by the ladies and gentlemen at this hotel were all outstanding. They have a fantastic pool too Greeted by the cute girl Catherine along with the welcome drink, checked in process with Ms. Lita,  Wonderful service yet friendly from housekeeping Marcel and Fajar Turn down by Jainal & Yessi, they set up an animal towel with the personalized card (they wrote it personally) A friendly staff at Yogyakarta kitchen restaurant Iqbal and Slamet, he even gave us an advice for beach destination there.   Unforgettable checked out process by Daniel, he is very humble yet professional Thank you to the whole Marriott family who turning my stay into memories
5	This is a brand new hotel in Yogyakarta.  It's beautiful and its general atmosphere is modern and welcoming.  The staff are smart and wonderful.  The rooms are great.  The pool is terrific.  And, don't be shy about ordering a la carte:  There are great options and the food was terrific.  The staff are great at arranging for taxis (which are inexpensive) and it was easy and inexpensive to have laundry done too.  My children made use of the fact that the Hartorno Mall is right next door with plenty of good choices in the food court.   There were no surprises with the bill.  And the hotel felt safe and comfortable --- full of Indonesian and foreign families.  I only wish that we had more time to try the Spa!
5	+ the room is spacious, twin bedding is 2 queen bed which fits family with 2 kids like mine + love the bathroom concept, I can put all my skincare and toiletries cos have a lot of space + we also love the pools.. my kids enjoy playing and swimming in the kids pool + convenient access to Hartono Mal + breakfast also good and got a lot of choices + the services from the staff starting from check in, in the restaurant.. all good and always greet us..  - car access to this hotel little bit hard..
4	we had a great stay at this hotel. the staff in particular were absolutely amazing! they took very good care of us and made us feel welcome. All staff were great and unfortunately I don't remember all their names. I would like to thank the front office manager,  Yolanda and Rossie who were extremely helpful and made sure that we had a great stay. Dichi in the M club and Sonia and Mark in the restaurant were very attentive and helpful. Rooms were large and the spa was good.
5	Had stayed a few nights closer to Malioboro Street at another 5 star hotel then had 4 nights at the newly opened Marriott Yogyakarta. This is a perfect hotel that is refined, friendly, helpful and designed in a modern style. The rooms are very tastefully decorated and are spacious and contemporary. The pool is enormous and had it often to ourselves for up to 2 hours before anyone else used it. Even when there are others, it is large enough to keep well away from others to maintain privacy. The landscaping is new and in time will grow to provide more greenery and shady areas, as it is a little austere at the moment. One design fault was that there isn’t a toilet area in the adjacent pool area, so you need to use your key access to enter the fitness club and walk down a corridor…
4	Wonderful hotel with professional receptionist (Tagar) and a distinctly modern decor. Comfortable beds and top rate amenities. Amazing bathroom complete with rainy shower, floors in the bathroom are a nice touch. Rooms are Excellent, Spacious. We'll appointed. Service was friendly, helpful and pleasant. Restaurant Very clean modern and trendy. Serving tea/coffee need to be hot. Housekeeping doing great job. Pool attendant was friendly and helpfull Overall stay was great. Hotel a bit far from downtown Malioboro road.  Zulu Gint
5	Ok,  So as a platinum member I spend 200+ nights a year in hotels around the world. I guess that would make me an expert.  This property is flat out one of the best Marriott's I have ever stayed at.  I don't care about the room, how big it is, how nice it is.  A room is a A room, The rooms at The Park Lane Marriott are much nicer then the rooms at the Orlando Airport Marriott, but that is not what makes a 5 star great hotel.  What does is a staff that cares, that knows your name, that asks how you day was, that wants to know about you.  A staff that asks you what changes they can make to provide for a better customer experience.  If you come to this hotel and don't leave anything but 5 stars then you are just complaining to complain and you don't know anything about hotels or…
4	New hotel with attached with hartono mall. Staff were very friendly and helpful when check in and out time.  Room very spacious and pool is very huge and nice and pool restaurant is still on renovation the only restaurant is in lobby for breakfast ,lunch and dinner.  I were very disappointed with the breakfast most of the food is tasteless and quality of food is not up to marriot standard. The best part of the is restaurant staff with great hospitality.  Overall great staff and hotel. I will highly recommend this marriot.  
5	I stay with my family for vacation ,, Rooms large enough to stay with family, very complete facilities. I really like of the big pool and Yogyakarta Kitchen  Restaurant. Thank you very much to Daniel, Aji and Tanasil for your excellent service 
2	There was a long queue at check in, 6 positions but only two were staffed on a busy Saturday afternoon. Then they lost our bags, we had to phone down to reception when they didn't arrive, were told they would send them straight up, but 5 minutes later they phoned and asked us to describe them. Sunday breakfast was very busy, another long queue, and a bit of a bun fight in the restaurant, meaning we certainly didn't get 5 star hotel service in the restaurant. We took the hotel shuttle into town, which is about a 20 minute drive away from the hotel, but it didn't turn up to bring us back. Another family stranded with us phoned, the hotel said they would sort it out immediately, but after waiting 30 minutes they phoned to say the shuttle would not be coming for us as the driver had…
2	This is a spanking, beautiful 5-star facility, the best in Jogja.  But why are your staff at the Yogyakarta Kitchen so poorly trained? First day when I arrive for my breakfast, I give my room number and was told my reservation does not include breakfast, okay I know that. Then, I am asked how do I intend to pay for it, cash or charge to the room. When I said charge to my room, I am asked, "Did you give us a deposit when you checked-in?" WTF????  When I signed the bill, I am given a pen that leaked ink (see pix), and for dinner, it's rack of lamb medium rare that is just uncooked raw, and after sending it back to be re-cooked, it comes back still uncooked inside. (see pix).   When I checked out, I am asked, "You have a charge for dinner?" I had a charge for 2 breakfasts, 2…
4	My requests were: A twin bed room where it was quiet and far from noises. Plus the AC had to be in a good condition. Mbak Feri gave me the exact one I was expecting.  Room 568 was almost in the corner, it was quiet and very clean. Breakfast was good, gym was impressive, staff were pros. The rate was about 1200 K IDR. Unfortunately there were unexpected occurences during my stay.  1. The air circulation did poor job when I set it to Low fan. It worked well at medium fan, but it made noises all night long. So I had to set it to high fan. The room was very windy, but the noises from the fan were gone. 2. The floor drain was clogged. 3. The water was smelly. 4. The closet was leaking.  Had to press it multiple time to stop the running water.  Marriot is a new hotel but it is already…
5	Marriott’s first foray into Indonesia is a stellar one - from a friendly and accommodating staff, contemporary decor and a great location (near the modern shopping mall), this is the place to stay in Yogyakarta. The rooms are gorgeous and sexy.  If you are traveling to Yogyakarta book this now before the introductory rates go away. 
5	The hotel is/seem very new, located slightly outside the city--not a really happening surrounding, but also not very busy/loud. Connected to a huge shopping mall so food & other needs are not a problem at all. Atmosphere and facilities is very well maintained. Pool area is amazing. Room is very spacious, very comfortable. Food is really good here and relatively cheap for a hotel that has a luxury feel. Service is amazing, they are really trained to impress. Really recommended.
5	First time staying in this hotel for a conference. The check in and check out process is smooth. The staff are friendly and helpful. My room is clean and spacious. The bed provides comfort and good night sleep. I used the fitness center and the swimming pool. I love the pool because the water is not too cold for swimming in the morning, and the pool has the length enough for a lap swimming. The breakfast offers various menu, with good quality and tasty food. Best breakfast among many hotels in Yogyakarta that I have tried. The location is next to Hartono Mall. It is best for conference, or for those who'd like to explore the northern part of Yogyakarta, Kaliurang area, and Borobudur. The hotels have convention center and many meeting rooms. Definitely will come back.
5	Yogyakarta is best known for the famous temples of Borobudur and Prambanan.  The Marriott Yogyakarta is new and located in the downtown, neighboring the elegant Hartono Shopping Mall, (Newest and largest shopping mall in the region).  Hotel rooms are modern and spacious, extremely clean and beds very comfortable.  The “M Club” has a relaxed ambiance and the staff very friendly.  For swimmers, there is an immense swimming pool, quite nice to take a dip after a hot day of sightseeing and shopping.  The hotel staff could not be more helpful in answering any of your questions, from helping with confirming airplane flights to providing guidance on Yogyakarta.  Breakfast is a real feast comprising both English breakfast items, extensive variety of fruits and pastries, as well as…
5	This is my first visit to Yogyakarta and i chose Marriott to spend my occasion. It was a great choice and they gave me room upgrade. Thank you Mr Dichi for  welcoming us. You're very informative, talkative and helpful. Superb!    Hotel's location are reachable from Adisutjipto International Airport -- about 15mins,  and near to Hartono Mall. What a compliments!  
1	I really disappointed with this stay in Marriott.  They really don’t know how to treat Marriott Platinum Elite member. I am pretty sure that their staff are not so familiar with the loyalty membership. They did give me an upgrade, but to the worst room ever I stay in Marriott. Room on the corner of second floor with no view at all. I usually get the best view room (which already reflected on my Marriott profile-> best view and high floor), even the best room at the property. I booked 2 king rooms for 2 nights, they gave me twin bed. I didn’t understand what they think, I have only 1 small baby and already raised this concern before I came. We had to sleep on the small bed, while the other bed empty until my 8 months old baby fall down because 3 of us sleep together.  They have…
5	This is one of the best hotels we stayed in Yogyakarta. Room was large and comfortable. Our bed was comfortable.The room was very very clean and modern. The staff at the front desk was very friendly, helpful and professional. They give us smile everytime. The lobby was nice and clean, near Hartono mall the biggest mall in Yogyakarta. Large swimming  pool and nice view, Breakfast area was large, the food also was terrific.There several kitchen staff members constantly monitoring the breakfast items. There was plenty for everyone, everything was perfect. I definitely would stay at this hotel again, a home away from home!!!
5	Overall a fantastic hotel with fantastic staff.  All the staff I encountered were extremely friendly and helpful.  The buffet had great food and a wide variety of selections.  As a gold member we were automatically upgraded to the junior suites before we even arrived and the rooms were fantastic.  No complaints in the service or rooms.  Wifi was great for work.    The M Club had great staff but the only thing I would reconsider is the wine selection.  Both the white and red during the cocktail hour were quite bad.  Also the selection during the Hors D'Oeurves could have been slight improved with a healthier selection of hot foods instead of just the hot eggrolls they provided.    Other than that would recommend this hotel to anyone staying around the Yogyakarta area!  Would be…
5	Stayed here for 3 nights. The room was good, New and clean. Got pool view room that was very good.   My husband got lil surprise service from friendly staff, mba Lita. (With some extra voucher also) <U+0001F601><U+0001F601>  Thanks a lot! 
5	Had a n wonderful experience during my recent stay at Marriott. Very nice ambience ,polite and friendly helpful staff. Quite a new property very closely located near a mall. Spacious very clean  rooms , Best in class hotel at Jogja
5	I rarely give a perfect 5 score for my review, but this hotel has done so well.  The location is a stone’s throw away to Hartono mall, which is a big and quite nice shopping mall. Once you entered the hotel, I feel that every staff try to ensure that you’re treated well during the stay. All of them are very amazing! The is the star in this case. The room is very spacy, with traditional yet modern woody interior. I booked a double bed room which each bed was big enough.  The swimming pool and gym are very good. One comment for this, it’ll be bette of they can provide Sauna and hot jacuzzi tub, and it’ll become the most comprehensive hotel in the town.  The breakfast is superb!! I like everyting offered in the restaurant. Fyi, I also request for a late check out at 2pm and they…
5	The service is awesome, the waiters and waitresses are so friendly, the food is great. We enjoy all you can eat lunch buffet in so affordable price. Recommended place to dine in and spend some time with your friends and family.
5	My first time to Yogyakarta and I saw at the internet that Marriott just launch its new hotel. So I booked and turned out to be very satisfying. Some of details are a lil bit missed but over all it’s great.   They designed it as a conference hotel, so huge building, spacious lobby, self-claimed largest ballroom in Yogyakarta. Room are spacious, the sofa-bed was fun for kids to play, large round table allow me to put all of my things. The bed was so comfy. Definitely I will come again with my family. Btw room service also delicious.   Located next to Hartono Mall, so if you need anything just walk for 2 minutes and you’ll reached one of the largest shopping mall in town.   I also had an event there using one of their meeting rooms. Everything’s fine. Microphone was clear. AC a…
4	Superb staff food are excellent however we have to wait for almost an hour, but it was worth it to wait. Food presentation and taste are great. We will come back. The Egg Benedict for breakfast in the restaurant is excellent. The kitchen staff knows their job.  
5	Checked in Friday night and was immediately upgraded to an executive suite. Room service was relatively fast and the pool was oh so nice. Take advantage of the pool as it is brand new and so fresh. Breakfast buffet is also top notch Marriott quality. 
4	So sad that we stayed only one night at this hotel. All the accommodations were good, love how the pool and gym open for 24 hours. The pool design were so nice, we love it. Room are so good. The attendant were nice and helpful.   Point need to be upgraded are:  1. Toilet need more touch to give more private feelings if there is a family stayed. There is no lock on the toilet door. 2. Slippers were so so for one million rupiah per night rooms.  3. Some parts in the room need to be finished. Seems like unfinished project appears.   Overalls we love to stayed in this brand new hotel. Want more..
5	Wooww.. Me and my family had the best weekend gateway when staying at this hotel.  The staffs hotel as always give the best service. Check in was smooth and fast. And the room was unbelievably beautiful. We booked 2 interconnecting deluxe bedroom. The bed was huge and comfy. The bathroom was clean and chic.  Breakfast menu was delicious and they had a wide range varian of menu.  Thank you Yogyakarta Marriott We definitely will come back.. 
5	...back to Yogyakarta city with there Marriott Yogyakarta hotel with shine service Amazing...all staff very warm welcome..very nice rooms so milenium colour in milenial era...totally amazing thx u for make my dream sleep full of colours..will come back for sure..
4	Stayed here with my daughter early Jan for 5 nights. 2 x King/Queen beds in the room, the bathroom was fantastic, storage was plenty. Overlooking the large pool, all though weather wasn’t the best. Gym was also used and a good selection of equipment. Being brand new a few teething issues and some places not ready to open. Great location next to Hotarno Mall.
5	I loved MARRIOTT Yogyakarta, especially service and F&B products with very-very reasonable price. Huge bath room with the nice design interior. The Marriott team shown their different level of service. Staying over than 4 nights was enjoy and very pleasant for me during business and holiday with my family. Most of the staff recognised us is very deep of service. Pak Roso, Pak Denny & Mba Anggie very-very helpful to assist me and my team during BIG Seminar Group for accommodation of rooms. GREAT TEAM of MARRIOTT with Mr Alain L. Rigodin's success team!
5	Hotel still new , walking distance to Hartono mall.   Spacious room, clean, comfort bed & linen. Modern & lux design  But No bathtub for deluxe room :(  Need more attention to details : no laundry bag in my room, only 1 mug.   Breakfast delicious , variety so-so.   
4	The hotel was fully booked during the busy Christmas to New Year period (when all of Indonesia is apparently on holiday). Nevertheless the new Marriott appears to be the best luxury level hotel in Jogja, so for picky international travelers this is the obvious choice.  Overall we had a positive experience - nice spacious rooms, friendly gracious staff, and a fairly good location - conveniently located next to the new and (relatively) upmarket Hartono Mall. The hotel is on the north side of Jogja city however, not far from the airport, but pretty far from most of the tourist haunts - restaurants on Jalan Prawirotaman, Malioboro shopping street, or the Taman Sari (Water Castle). With traffic (which was pretty awful during the peak holiday season), it was at least 30 mins anywhere…
5	+ Really love the bedroom. it was big and offer the city view. The bed was really comfy. we got a crib for the baby too for free! The room was very clean! The wifi was like an ace, super FAST! And one more, my favorite is the food in the restaurant, Yogyakarta Kitchen! It was AWESOME! The food was super delicious! And the highlight was the DESSERT :) Thank you for make us satisfied.  - The smell from the jetwasher in the toilet was really bad. Should be checked by the hotel team.
5	I had travelled to Yogyakarta before but because of the level of customer service at other hotels I merely did a day trip from Jakarta.   This hotel is a new welcome to this beautiful. Every thing is new. The rooms are beautifully decorated with very good natural lighting. Try to have a room with a view of the pool as it has better lightning in my opinion.  Gym is spacious and well equipped with both cardio machine and weights. It’s open 24/7 which is a blessing. I would like to suggest that they have a clock as I do not bring my mobile to the gym and I am trying to determine how long I have been at the gym. Nothing major   Conference rooms appear very large with what I love a collaboration space which allows for meetings.  People are its asset. Everyone is smiling and does take…
5	This excellent hotel is next to a brand new mall which includes a movie theatre. The location is a bit out of town so see if that suits you. Be aware rooms seem not to be automatically serviced each day and may need to be requested. Each night is a themed buffet which is very good value. All staff we met were friendly and helpful. The hotel has a large pool area.
5	The leadership team in our company holds the event the first time and the team chooses the venue for the event at marriott hotel jogjakarta. Apparently our choice is not wrong, friendly hotel staff service and good cooperation make our event run well. The large rooms with beds and toilets so unique make our breaks very comfortable. The food served is also so varied and also delicious plus friendly waiter service and deft to make an unforgettable impression. There are also some view to capture the moment togetherness, especially in the pool area makes all the tiredness even a long trip pays off with the satisfaction and the impression of the unforgettable.
4	Brand new hotel, recently opened in October 2017. Currently offering affordable soft opening rates, grand opening scheduled in March 2018 (obviously rates’ll doubled or tripled by then) - check website for updates. Located behind Hartono Mall (latest mall in Yogyakarta).   We stayed 31 December 2017 - 3 January 2018. 3 adults and 1 child, occupying 2 connecting rooms.   The hotel was fully booked and a little hectic for the last day of 2017 which was understandable. We arrived around 4.30pm and the room wasn’t ready, however complimentary non alcoholic beverages at M Lounge was offered as we waited an hour long for our rooms. Although we preferred The Lounge, it offered more choices; best cocktails: Margarita, Daiquiri, Cosmopolitan, beer, fruit juices, mocktails as well as…
5	Went for stay here for 2 nights with my family and it was a niceeee stay! The room  is very spacious, unique bathroom concept and the twin bed are big. For me , i was satisfied with all the facilities here, big pool, nice gym, but this hotel doesn’t have a sauna, thats quite disappointing. But all the services are good, and the breakfast was nice too<U+0001F60A>
3	It was my second visit at Marriott Yogyakarta. Different with the first one, this now I felt dissappointed. Toilettries not complete. Even no sandals at the room. Swimming pool’s water was unclear, even some foam at whirlpool.
3	Well i was expecting more from Marriott, actually they have good variations on food, the taste of the food is good, the pool is big, the kids love it. The pool staff is nice, the restaurant staff are nice too, and the other staff is okay, but the receptionist, the first one is the lady, i remember her name is angelina, she is new i guess, from the way she talk, she is pretty nice actually, but a lil new comer, i was asking for the same floor with my friends, she said if i want in the same floor i might have to wait for the room, because they have to clean it first, i said okay, i will go to the mall, and she offer me to put the luggage at the hotel, i said okay, and i ask how much longer i have to wait, and she said i”ll contact the them first. I said okay, somi went to the mall…
